Stuart Ramsay witnesses a Taliban�,Sno.,Author_ID,ID,Text,Like Count,Reply Count,Retweet Count,NewFinal,Comments
1967,351,403780910,1.42E+18,"""While the Taliban is happy to hear out the Chinese, Russians and Iranians, it has the luxury of shrugging off what they say about easing violence, redirecting their full attention to the battlefield and finishing off a fight they believe they’re winning.” https://t.co/dKRd0BXGDo",51,15,12,N,
1968,359,1.38E+18,1.42E+18,"https://t.co/IPkgBheoIm via @msnbc 
REF 3221
THE INTELLIGENCE COMMUNITY -TRANSLATOR 
OPERATION PAST AFGHAN 
HAZAR SOLUTIONS CEO STATE THAT PENTAGON-INTEL -CIA PAST STATION CHIEF  POSSESS THE PAST 20 YEARS NETWORK .HERE HONOR THEM AND HANDLE -PLACE AT SAME REGION .",0,1,0,N,
,,,,,,,,,
,,,,,,,,,
1971,376,66344113,1.41E+18,Biden to speak about Afghanistan amid swift US pullout https://t.co/RO8a7wTZBV,0,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1978,406,360436867,1.41E+18,Are the #Taliban using captured US military Humvee as local transport? https://t.co/aMJpfW42Jc,38,5,5,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1982,422,742143,1.41E+18,Echoes of 1989 as foreign forces withdraw from Afghanistan https://t.co/7xezFOakT7,280,57,60,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1988,459,79419410,1.41E+18,"Afghanistan is actually not Biden's doing. It's Bush who invaded the country. Obama continued the war. Trump held direct talks with #Taliban &amp; signed a desperate exit agreement. But Biden, under whom the US retreats, would be remembered for what's to befall on #Afghanistan.",607,16,51,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1998,513,1.29E+18,1.41E+18,The similarity of the ethnic map &amp; the water bassins map of #Afghanistan shows any state subdivision which doesn't correspond to the natural water bassins won't bring peace. https://t.co/uoa5spWjZd https://t.co/sSPwvKcHOQ,12,2,3,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2008,540,278532322,1.42E+18,"""A political return of the #Taliban would be welcomed, definitely, by the people of #Afghanistan because we will have #peace."" @ShukriaBarakza2
https://t.co/CGc6wDmOro",10,1,6,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2016,594,1115874631,1.42E+18,"#BREAKING Taliban seem to have ""strategic momentum"" in Afghanistan, says top US general. (AFP) https://t.co/qjiRDgdqVS",36,3,7,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2026,640,2573317902,1.42E+18,"Biden admin should continue to prioritize protecting the people in Afghanistan who aided the U.S. Though it may be a bureaucratic challenge, that should include Afghan intel assets https://t.co/wluBUoxe20",4,4,2,N,
2027,643,1.07E+18,1.42E+18,"These terrorist foot soldiers are merely the latest recruits, fresh cannon fodder, for Pakistan’s forever war in Afghanistan, which started with General Muhammad Zia-ul-Haq’s coup in 1977 and isn’t ending now. With U.S. and Saudi support, Zia fought the Soviet occupation.",5,1,1,N,
,,,,,,,,,
2029,669,114015870,1.41E+18,"|thread| There were obvious questions in a rapid fire exchange with reporters. 

Q    Is a Taliban takeover of Afghanistan now inevitable?
 
THE PRESIDENT:  No, it is not.
 
Q    Why?",1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2042,722,7.87E+17,1.41E+18,"Great meeting HE @cerginay  @MFATurkey @turkembkabul we discussed the latest developments with peace process. Turkey will always remain one of Afghanistan’s  closest ally, as the two nation has a deep history of friendship and respect. https://t.co/xiaPeiEwBi",15,1,1,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2046,746,990761677,1.42E+18,"Taliban has all but pushed the present regime out and Pakistan is waiting to pounce.

https://t.co/5th5zrrgR3",15,4,4,N,
2047,747,978561402,1.42E+18,"‘Afghanistan is unraveling.’ McConnell skewers Biden again on withdrawal 
https://t.co/1Sv0YdVoVg https://t.co/X17fVz2Y2L",1,3,0,N,
2048,748,9.59E+17,1.42E+18,"The Interior Minister of Baluchistan Mir Zia Langove said that it is the democratic right of the people of Baluchistan to rally in favor of Afghan Taliban.
Still Pakistan denies being the country behind massacre of Afg. Highest bar of lies &amp; denial.
#TalibanFighting4Pakistan https://t.co/TiTFhdKMY6",7,1,3,N,
,,,,,,,,,
,,,,,,,,,
2051,768,2430294517,1.42E+18,"Reporting on the Afghanistan War is so weird. Spin Boldak capture by the IEA was described as alleged by the Taliban simply because the government had falsely refuted the reports. Fabricated documents showing harsh Taliban edicts, continually denied by the IEA representatives,",1,1,1,N,Info is not about the event
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2055,783,1.14E+18,1.42E+18,"Pakistan’s army and ISI play a key role in the Taliban offensive. Without support from Pakistan, the Taliban would be hard-pressed to operate in such a widespread way. Pakistan has been the Taliban’s patron since its creation in the 1990s.
https://t.co/EeIBEkLx2h",0,1,0,N,
,,,,,,,,,
2057,794,15797509,1.42E+18,"1854 Hrs GMT
May be the ""Taliban"" need to stop the violence
and find a way to advance their cause peacefully",0,1,0,N,
,,,,,,,,,
2059,796,74964902,1.42E+18,"Whodunnit? 

- RT for India’s RAW

- Like for Pakistan’s “Agencies” 

#Afghanistan #Pakistan
#AmbassadorDaughterKidnapping  https://t.co/vOlCOJGAov",67,12,13,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2064,832,381589648,1.41E+18,"Not the first time for a superpower, perhaps, but it's curious that China is cosying up to a murderous, terrorist Islamist group abroad while persecuting innocent Muslims at home: China watches Afghanistan anxiously as the US withdraws https://t.co/LhBHqhT3Ip",9,1,5,N,
2065,835,162845931,1.41E+18,One of the many reasons America failed in Afghanistan is that senior U.S. military leaders listened to “experts” who didn’t know what they were talking about. https://t.co/fnGGzFQ3rx,128,26,35,N,
,,,,,,,,,
,,,,,,,,,
2068,842,8.94E+17,1.41E+18,THE TALIBAN IS A FUNDAMENTIALIST RELIGIOUS GROUP THAT HAS GAINED POWER IN AFGHANISTAN SINCE THE 1990s. IT HAS ENGAGED IN HUMAN RIGHTS AND CULTURAL ABUSES. THE U. S. HAS AIDED THE AFGHANISTAN GOV. FOR THE PAST 20YRS AT GREAT COST TO AMERICA. IT IS NOW CLEAR-TIME FOR US TO LEAVE.,0,1,0,N,
,,,,,,,,,
2070,858,4657986168,1.41E+18,Taliban Try to Polish Their Image as They Push for Victory https://t.co/uqYhaPExt1,1,1,0,N,
2071,865,40247252,1.42E+18,"⁦Luce⁩: Things could fall apart for Biden. One of his problems stems from an unforced error — the withdrawal from Afghanistan. It is hard to understand why he felt the need to pull out America’s skeletal force of 2,500 troops” ⁦@EdwardGLuce⁩  https://t.co/862L2WKcSh",3,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2078,13,3277491367,1.42E+18,Is this what the Taliban and their supporters wanna prove? https://t.co/XkRkFREobn,1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2085,30,8.26E+17,1.42E+18,"Why has the US withdrawn from Afghanistan?
@MichaelKugelman says the Biden administration concluded ""that the threat of terrorism to US interests and personnel beyond Afghanistan is not sufficiently strong to warrant US troops staying"".

▶ Full show: https://t.co/bihfbU9r6x https://t.co/2x62tz6woY",20,4,11,N,This person is an author
2086,31,16388470,1.42E+18,"We got #Taliban's spokesperson here... 
cc @TwitterIndia https://t.co/r4JQBLfFy3",1,2,0,N,
2087,32,1638758143,1.42E+18,"“Social conservatism without fiscal conservatism is just the Taliban.”
— Austin Petersen @ap4liberty",57,1,9,N,discuss
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2093,65,1.07E+18,1.42E+18,"Sanctions against the Taliban embolden Pakistan &amp; punish Afghanistan. Sanctions against Pakistan will end the war
#SanctionPakistan",8,4,4,N,Don�t understand
,,,,,,,,,
2095,68,2217340862,1.42E+18,"While the #Taliban may not have much to lose from Afghanistan becoming a pariah state, its sponsors are bound to feel the hurt of #UN #sanctions. 

My Opinion-Ed for @trtworld . https://t.co/wv5NPjAu9i",52,6,18,N,
,,,,,,,,,
,,,,,,,,,
2098,78,187136296,1.42E+18,"This is shaping up to be a black eye on America and the @JoeBiden presidency.

We can't stay there forever, sure, but we're hard pressed to find a more effective way of squandering what we've accomplished being there.

https://t.co/2RksheuRv6",1,2,0,N,
,,,,,,,,,
2100,90,1.19E+18,1.42E+18,"Afghan people have to decide their own future. Afghanistan is a sovereign state, they must decide what they want. 

#SanctionPakistan https://t.co/7HHcmy0R82",1,2,3,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2109,117,1858882886,1.43E+18,Erik Prince absolutely nails it about Afghanistan. https://t.co/ISGclUyi00 via @YouTube,105,8,66,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2118,156,4204280532,1.43E+18,"Based how the Taliban is like cruising all over #Afghanistan at this point, I give Kabul 15 to 20 days till it falls.

Taking back the Capitol before or close to the 20th Anniversary of the 9/11 Attacks than military predictions are giving would be a Political &amp; Military feat.",0,1,0,N,
,,,,,,,,,
2120,162,871766546,1.43E+18,The Taliban destroyed Afghanistan's ancient treasures. Will history repeat itself? https://t.co/x74p7Otgze https://t.co/0kvUHduRxT,16,2,10,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2125,178,9.25E+17,1.43E+18,The only people who thought #TrumpReinstatementDay  was a thing were frothing leftoids who needed something to talk about as the MSM figured out what to tell them to believe about Afghanistan falling,1,1,0,N,
,,,,,,,,,
,,,,,,,,,
2128,194,86437069,1.43E+18,Analysis: Taliban gains give investors cause for concern beyond Afghanistan https://t.co/uoSfNYOFCQ,12,4,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2134,203,29366189,1.43E+18,"You know what would be great?

If the Taliban victory in Afghan touches off a worldwide revolt against globohomo",261,16,26,N,
2135,207,8.36E+17,1.43E+18,Current map of #Afghanistan: All areas in green are now officially controlled by the #Taliban https://t.co/fu5bWTaxdr,12,1,9,N,
,,,,,,,,,
2137,216,1.29E+18,1.43E+18,"Saw a post saying Kabul has fallen to the Taliban,  anyone else know anything?",11,9,1,N,
,,,,,,,,,
2139,220,9.12E+17,1.43E+18,"Mohsin Dawar's position on Afghanistan is very clear. From day 1st till today, he stands with the democratic government of Afghanistan and Ashraf Ghani. #WeStandWithAshrafGhani https://t.co/2VBFZ7XLbO",118,35,54,N,
2140,221,14669951,1.43E+18,The Return of the Taliban https://t.co/KJOXdgIInb,13,10,4,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2144,229,1.20E+18,1.43E+18,Imagine being a 60yo Taliban vet who has fought against and defeated both the Soviet and American army.,28,4,0,N,
,,,,,,,,,
2146,239,1.43E+18,1.43E+18,One thing that must be made clear is that the taliban would not be this powerful if America hadn’t supported it. A war costs money and guns. Everyone know Afghanistan doesn’t have the ability to produce these guns and doesn’t have enough money to support itself let alone taliban,0,1,0,N,
2147,240,17004618,1.43E+18,Several concrete steps the US could take to save the lives of activist Afghan women. Very helpful from ⁦@MelanneVerveer⁩  https://t.co/iAQVzpccSH,96,4,38,N,
,,,,,,,,,
2149,249,7.55E+17,1.43E+18,🚨#Afghanistan: A new video circulating in social media shows Afghan military escaping #Kabul during the night. https://t.co/oUaGbabOfP,34,5,19,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2172,341,2929400118,1.43E+18,"Now that TB is poised to be the dominant force in the future government of Afghanistan.

They must know that girls' education is Afghans' (not anyone else's) red line. 

It is one thing that Afghans should not and will not compromise on. 

I hope TB rise to the occasion.",108,7,19,N,
,,,,,,,,,
2174,350,1.35E+18,1.43E+18,Taliban parading our vehicles and weapons! https://t.co/lFWfPwvuke,0,6,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2178,367,18949452,1.43E+18,Rapid advance of Taliban strips peace negotiators of leverage https://t.co/K98mY1N6e4,49,7,17,N,
,,,,,,,,,
,,,,,,,,,
2181,373,450524292,1.43E+18,#BREAKING: Significant developments have taken place in #Afghanistan when I was away. Taliban now calls on #AshrafGhani to work with them for #Afghanistan. From the start of the current situation I've been saying it's not the same #Taliban of the 90s. They are much more matured.,9,1,4,N,
,,,,,,,,,
,,,,,,,,,
2184,379,377231891,1.43E+18,Taliban in no time gain the govt in Kabul. Hamid Gul predicted it years ago #Kabul #hamidgul. https://t.co/OmyN3cSHSE,2,1,1,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2190,392,29198497,1.43E+18,"Johnson on Afghanistan, 8 July https://t.co/93s5duKnf4 https://t.co/kKBQwGj4DC",12,3,4,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2195,405,115465399,1.43E+18,"There is a fairly large section in this country, which must be praying &amp; hoping that Taliban turns it's attention towards this country simply bcoz this section in politics,media &amp;  academia are disturbed bcoz the incumbent govt,the party &amp; the majority community",7,2,3,N,
,,,,,,,,,
2197,418,1.36E+18,1.43E+18,Taliban is now taking over #Kabul. Speak up 🇦🇫 #SanctionPakistan https://t.co/5bAmYdFmUk,4,1,1,N,
,,,,,,,,,
,,,,,,,,,
2200,429,41676943,1.43E+18,Lots of military experts saying the Taliban takeover of Afghan cities is a historic feat of guerrilla strategy and tactical mastery. The (incomplete) evidence is that weak state forces fled or surrendered; capture of cities was done mostly w/out a fight.,25,3,8,N,
2201,430,45112527,1.43E+18,"Can we say that even if there were no 'solutions' in Afghanistan after 20 years, there were nonetheless better procedures and safeguards available for a withdrawal? 

It was only 2 days ago Pentagon discussions of Kabul surrendering in 30-90 days were out there. 

It’s now.",67,10,12,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2205,440,9.49E+17,1.43E+18,What will happen in Afghanistan now?,97,12,4,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2218,477,1.32E+18,1.43E+18,"(1960-2013) Remember,
Mullah Omar to George Bush:
😍
“God has promised us Victory and Bush has promised us Defeat. We will see which promise is more truthful”
#Taliban #Afghanistan #طالبان #Kabul https://t.co/PyQdnLptp5 https://t.co/MTtd3Rmsu5",58,4,10,N,
2219,484,117544314,1.43E+18,"I don't know who's worse, the Taliban or the Proud Boys.",0,1,0,N,
,,,,,,,,,
,,,,,,,,,
2222,494,402690551,1.43E+18,"Breaking News 🚨

India said that they won’t recognise a government in Afghanistan imposed by force. 
#Afghanistan #Taliban",735,87,45,N,
,,,,,,,,,
2224,501,1.17E+18,1.43E+18,"A very substantial sum of yearly deaths by the coalition occupiers in Afghanistan came from what has been deemed “green on blue attacks,” meaning attacks by the Afghanistan military itself. A likely cause of this has been pro Taliban sentiments among the Afghani military itself.",0,1,0,N,
,,,,,,,,,
,,,,,,,,,
2227,508,1.02E+18,1.43E+18,"I dont know much about this Afghanistan conflict, but y Pakistan is happy about taliban taken over Afghanistan?

Need to know much",5,2,2,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2234,551,712661461,1.43E+18,"It may sound weird, but while Dutch and German news put the blame of what is actually happening in Afghanistan on their own policies, French news seem to put it on the US/UK mostly, and US, UK (somewhat lesser so but still) on Afghanistan/Afghans themselves.",0,1,0,N,
,,,,,,,,,
,,,,,,,,,
2237,566,1585736840,1.43E+18,"History lessons-Once  d  Soviet  empire  collapsed—and  with  it,  d  covert  war  with America  in  Afghanistan—the  United  States  discontinued  its  support  for  its partners  in  the  region.  Robert  Gates,  then  deputy  director  of  the  CIA,  would later  confess  1/n",1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2242,588,1.14E+18,1.43E+18,"@Himat75 where is ISIL stronghold in Afghanistan, Is ISIL present in Konar?",0,1,0,N,
,,,,,,,,,
2244,595,1.33E+18,1.43E+18,If sources are to be believed America signed an agreement with Taliban allowing them to capture some of the districts in Afghanistan and work out a power sharing strategy with Afghan govt.before exiting from Afghanistan and U.S. secured it's own and it's allies interest.,0,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2248,630,1.35E+18,1.43E+18,"New Chief Justice Of Afghanistan.. ❣️
They Just Defeated The Super Power Of The World.. 😂
#Kabul #Talibans https://t.co/cHArdvQy7H",14,6,1,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2252,640,2279055192,1.43E+18,"“#Taliban surge exposes failure of U.S. efforts to build Afghan army”

Featuring quotes by Richard Armitage and me
 https://t.co/CtS3VBRm2k",24,2,5,N,
2253,642,4898091,1.43E+18,Rapid advance of Taliban strips peace negotiators of leverage https://t.co/wrws732w2v,31,6,12,N,
2254,645,514078120,1.43E+18,What is happening in Afghanistan,0,1,0,N,
,,,,,,,,,
,,,,,,,,,
2257,651,223539098,1.43E+18,The rapid take over by the Taliban of a western propped up government has given me ideas….,124,9,14,N,
,,,,,,,,,
,,,,,,,,,
2260,669,1.30E+18,1.43E+18,It appears as if the Taliban has unofficially won.,4,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2264,682,167291755,1.43E+18,"Courtesy of @AliBunkallSKY: 

""US Embassy Kabul, 2021 (L); Saigon, 1975 (R) - the image Washington wanted to avoid. History doesn’t repeat itself, but it often rhymes"".

#Afghanistan 🇦🇫💔 https://t.co/OfyMw1CRvo",36,3,4,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2268,691,2600946170,1.43E+18,"The above is the Vietnam War in 1975, and the bottom is Afghanistan in 2021
@nikki_miumiu @SolomonYue @StateDept https://t.co/ISufhFqokW",14,2,7,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2278,727,636038495,1.43E+18,"Do you guys remember the hit when Trump removed troops from Syria? 

Had the #Afghanistan mess happened  on Trump era, Pelosi would have fired a motion for impeachment 😂😂",6,1,1,N,
